x,y
"instead , the refugees were said to have been directed by their authorities to vote from strategic towns which had moslem majorities before the 43-month bosnian war , but which are now underpopulated as a result of "" ethnic cleansing "" . ","['RB', ',', 'DT', 'NNS', 'VBD', 'VBD', 'TO', 'VB', 'VBN', 'VBN', 'IN', 'PRP$', 'NNS', 'TO', 'VB', 'IN', 'JJ', 'NNS', 'WDT', 'VBD', 'NNP', 'NNS', 'IN', 'DT', 'JJ', 'JJ', 'NN', ',', 'CC', 'WDT', 'VBP', 'RB', 'VBN', 'IN', 'DT', 'NN', 'IN', '""', 'JJ', 'VBG', '""', '.']"
"diplomats explain the purpose of this electoral engineering is to secure serb control over pivotal towns inside the 49 per cent of bosnia known as the serb republic , consolidating through the ballot box what was initially taken in war . ","['NNS', 'VBP', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'VBZ', 'TO', 'VB', 'NNP', 'NN', 'IN', 'JJ', 'NNS', 'IN', 'DT', 'CD', 'IN', 'NN', 'IN', 'NNP', 'VBN', 'IN', 'DT', 'NN', 'NN', ',', 'VBG', 'IN', 'DT', 'NN', 'NN', 'WP', 'VBD', 'RB', 'VBN', 'IN', 'NN', '.']"
the top u.n. refugee official in the balkans highlighted the voter registration problem on monday . ,"['DT', 'JJ', 'NNP', 'NN', 'NN', 'IN', 'DT', 'NNS', 'VBD', 'DT', 'NN', 'NN', 'NN', 'IN', 'NNP', '.']"
""" results of the registration for september elections herald a dismal future for multi-ethnicity in bosia-hercegovina , "" warned soren jessen-petersen , special envoy for the u.n. high commissioner for refugees in former yugoslavia . ","['""', 'NNS', 'IN', 'DT', 'NN', 'IN', 'NNP', 'NNS', 'VBP', 'DT', 'JJ', 'NN', 'IN', 'NN', 'IN', 'NNP', ',', '""', 'VBD', 'NNP', 'NNP', ',', 'NNP', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'IN', 'NNS', 'IN', 'NNP', 'NNP', '.']"
""" in the run-up to elections , nationalistic political leaders are playing the ethnic / sectarian card , drumming up support within their constituencies by playing on bitter memories or fear . "" ","['""', 'IN', 'DT', 'NN', 'TO', 'NNS', ',', 'JJ', 'JJ', 'NNS', 'VBP', 'VBG', 'DT', 'JJ', 'SYM', 'JJ', 'NN', ',', 'VBG', 'RP', 'NN', 'IN', 'PRP$', 'NNS', 'IN', 'VBG', 'IN', 'JJ', 'NNS', 'CC', 'NN', '.', '""']"
-docstart- ,['-X-']
"after truce , lebed faces tougher chechen problem . ","['IN', 'NN', ',', 'NNP', 'VBZ', 'JJR', 'NNP', 'NN', '.']"
alastair macdonald ,"['NNP', 'NN']"
moscow 1996-08-26 ,"['RB', 'CD']"
alexander lebed may finally get to discuss his chechen peace proposals with boris yeltsin on tuesday after a lost weekend in the region when he was forced to abandon plans to sign a new political treaty with the separatist rebels . ,"['NNP', 'JJ', 'MD', 'RB', 'VB', 'TO', 'VB', 'PRP$', 'NNP', 'NN', 'NNS', 'IN', 'NNP', 'NNP', 'IN', 'NNP', 'IN', 'DT', 'VBN', 'NN', 'IN', 'DT', 'NN', 'WRB', 'PRP', 'VBD', 'VBN', 'TO', 'VB', 'NNS', 'TO', 'VB', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NNS', '.']"
"it could be a sobering experience for the kremlin security chief who , just two months after being appointed by the president and two heady weeks after taking charge of the chechen crisis , had promised to wrap up the 20-month war by the weekend . ","['PRP', 'MD', 'VB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NNP', 'NN', 'NN', 'WP', ',', 'RB', 'CD', 'NNS', 'IN', 'VBG', 'VBN', 'IN', 'DT', 'NN', 'CC', 'CD', 'JJ', 'NNS', 'IN', 'VBG', 'NN', 'IN', 'DT', 'NN', 'NN', ',', 'VBD', 'VBN', 'TO', 'VB', 'RP', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']"
"despite a mood of compromise in the region after some of the worst fighting of the war , lebed may be just finding out that concluding a long-term settlement , somewhere between rebel demands for independence and moscow 's insistence that chechnya remain part of russia , will be no easy matter . ","['IN', 'DT', 'NN', 'IN', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'IN', 'DT', 'JJS', 'NN', 'IN', 'DT', 'NN', ',', 'NNP', 'MD', 'VB', 'RB', 'VBG', 'RP', 'IN', 'VBG', 'DT', 'JJ', 'NN', ',', 'RB', 'IN', 'NN', 'NNS', 'IN', 'NN', 'CC', 'NNP', 'POS', 'NN', 'IN', 'NNP', 'VBP', 'NN', 'IN', 'NNP', ',', 'MD', 'VB', 'DT', 'JJ', 'NN', '.']"
"a chain-smoking former paratroop general with a sharp line in deadpan putdowns and a soldier 's knack for making life sound simple , lebed managed to arrange an ambitious ceasefire in the region last week , days after the russian army threatened to bomb its way back into the rebel-held chechen capital grozny . ","['DT', 'NN', 'JJ', 'NN', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'JJ', 'NNS', 'CC', 'DT', 'NN', 'POS', 'NN', 'IN', 'VBG', 'NN', 'NN', 'NN', ',', 'NNP', 'VBD', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'JJ', 'NN', ',', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'VBD', 'TO', 'VB', 'PRP$', 'NN', 'RB', 'IN', 'DT', 'JJ', 'JJ', 'NN', 'NNP', '.']"
"he returned at the weekend , pledging to conclude a political settlement that would make this truce work where all others have failed . ","['PRP', 'VBD', 'IN', 'DT', 'NN', ',', 'VBG', 'TO', 'VB', 'DT', 'JJ', 'NN', 'WDT', 'MD', 'VB', 'DT', 'NN', 'NN', 'WRB', 'DT', 'NNS', 'VBP', 'VBN', '.']"
but then he apparently thought better of it . ,"['CC', 'RB', 'PRP', 'RB', 'VBD', 'RB', 'IN', 'PRP', '.']"
saying he needed to tidy up legal loose ends on the deal -- and also cover his back against unnamed pro-war schemers in moscow -- he flew back to the capital empty-handed on sunday . ,"['VBG', 'PRP', 'VBD', 'TO', 'JJ', 'RP', 'JJ', 'JJ', 'NNS', 'IN', 'DT', 'NN', ':', 'CC', 'RB', 'VBP', 'PRP$', 'NN', 'IN', 'JJ', 'JJ', 'NNS', 'IN', 'NNP', ':', 'PRP', 'VBD', 'RB', 'TO', 'DT', 'NN', 'VBN', 'IN', 'NNP', '.']"
"he met russian prime minister viktor chernomyrdin on monday and , according to the press service of lebed 's security council , could meet yeltsin on tuesday . ","['PRP', 'VBD', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'CC', ',', 'VBG', 'TO', 'DT', 'NN', 'NN', 'IN', 'NNP', 'POS', 'NNP', 'NNP', ',', 'MD', 'VB', 'NNP', 'IN', 'NNP', '.']"
"it was not clear if the start of yeltsin 's holiday , announced later , would affect plans to talk . ","['PRP', 'VBD', 'RB', 'VB', 'IN', 'DT', 'NN', 'IN', 'NNP', 'POS', 'NN', ',', 'VBD', 'RB', ',', 'MD', 'VB', 'NNS', 'TO', 'VB', '.']"
"moscow 's as yet undisclosed proposals on chechnya 's political future have , meanwhile , been sent back to do the rounds of various government departments . ","['NNP', 'POS', 'RB', 'RB', 'JJ', 'NNS', 'IN', 'NNP', 'POS', 'JJ', 'JJ', 'VBP', ',', 'RBR', ',', 'VBN', 'VBN', 'RB', 'TO', 'VB', 'DT', 'NNS', 'IN', 'JJ', 'NN', 'NNS', '.']"
it is not known what caused the delay in the peace plan . ,"['PRP', 'VBZ', 'RB', 'VBN', 'WP', 'VBD', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', '.']"
"speculation mounted last week that lebed was operating out on a limb in chechnya as yeltsin , hardly seen since his reelection last month , kept out of sight and then gave an interview criticising his envoy just as he clinched a truce . ","['NN', 'VBD', 'JJ', 'NN', 'IN', 'NNP', 'VBD', 'VBG', 'RB', 'IN', 'DT', 'NN', 'IN', 'NNP', 'IN', 'NNP', ',', 'RB', 'VBN', 'IN', 'PRP$', 'NN', 'JJ', 'NN', ',', 'VBD', 'IN', 'IN', 'NN', 'CC', 'RB', 'VBD', 'DT', 'NN', 'VBG', 'PRP$', 'NN', 'RB', 'IN', 'PRP', 'VBD', 'DT', 'NN', '.']"
but chernomyrdin took pains at the weekend to insist lebed was playing for a united team and that the proposals he took to rebel chief-of-staff aslan maskhadov had been agreed by yeltsin . ,"['CC', 'NNP', 'VBD', 'NNS', 'IN', 'DT', 'NN', 'TO', 'VB', 'NNP', 'VBD', 'VBG', 'IN', 'DT', 'VBN', 'NN', 'CC', 'IN', 'DT', 'NNS', 'PRP', 'VBD', 'TO', 'NN', 'NN', 'NNP', 'NNP', 'VBD', 'VBN', 'VBN', 'IN', 'NNP', '.']"
"if that were the case , it was unclear why lebed suddenly found it necessary to have the deal verified in moscow . ","['IN', 'DT', 'VBD', 'DT', 'NN', ',', 'PRP', 'VBD', 'JJ', 'WRB', 'JJ', 'RB', 'VBD', 'PRP', 'JJ', 'TO', 'VB', 'DT', 'NN', 'VBN', 'IN', 'NNP', '.']"
"lebed himself said he was concerned that powerful interests in moscow , who have profited from the war and want it to go on , would seize on any inadequacy in the deal to remove him . ","['JJ', 'PRP', 'VBD', 'PRP', 'VBD', 'VBN', 'IN', 'JJ', 'NNS', 'IN', 'NNP', ',', 'WP', 'VBP', 'VBN', 'IN', 'DT', 'NN', 'CC', 'VB', 'PRP', 'TO', 'VB', 'IN', ',', 'MD', 'VB', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'TO', 'VB', 'PRP', '.']"
maskhadov warned that lebed risked the same fate as a former russian army commander in the region who sought a compromise and was blown up last year by -- so the chechens say -- russian forces . ,"['NNP', 'VBD', 'IN', 'JJ', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'JJ', 'NN', 'NN', 'IN', 'DT', 'NN', 'WP', 'VBD', 'DT', 'NN', 'CC', 'VBD', 'VBN', 'RP', 'JJ', 'NN', 'IN', ':', 'CC', 'DT', 'NNPS', 'VBP', ':', 'JJ', 'NNS', '.']"
"maskhadov may also have made new demands on lebed , forcing him to check back with the kremlin on what he could offer . ","['NN', 'MD', 'RB', 'VB', 'VBN', 'JJ', 'NNS', 'IN', 'NNP', ',', 'VBG', 'PRP', 'TO', 'VB', 'RB', 'IN', 'DT', 'NNP', 'IN', 'WP', 'PRP', 'MD', 'VB', '.']"
a rebel spokesman said the two military men had come close to agreement on a face-saving formula acceptable to both sides and involving a referendum on independence at some future date . ,"['DT', 'NN', 'NN', 'VBD', 'DT', 'CD', 'JJ', 'NNS', 'VBD', 'VBN', 'RB', 'TO', 'NN', 'IN', 'DT', 'JJ', 'NN', 'JJ', 'TO', 'DT', 'NNS', 'CC', 'VBG', 'DT', 'NN', 'IN', 'NN', 'IN', 'DT', 'NN', 'NN', '.']"
"chernomyrdin said voters should decide chechnya 's future but stressed there was no question of the government letting the region quit the russian federation -- something moscow fears could encourage separatist tendencies in other ethnic regions , particularly in the strategic north caucasus . ","['NNP', 'VBD', 'NNS', 'MD', 'VB', 'NNP', 'POS', 'JJ', 'CC', 'NN', 'EX', 'VBD', 'DT', 'NN', 'IN', 'DT', 'NN', 'VBG', 'DT', 'NN', 'VBD', 'DT', 'NNP', 'NNP', ':', 'NN', 'NNP', 'NNS', 'MD', 'VB', 'JJ', 'NNS', 'IN', 'JJ', 'JJ', 'NNS', ',', 'RB', 'IN', 'DT', 'JJ', 'NNP', 'NNP', '.']"
lebed may be be finding that closing that political gap between the two sides is more difficult than just ending a war . ,"['JJ', 'MD', 'VB', 'VB', 'VBG', 'IN', 'NN', 'IN', 'JJ', 'NN', 'IN', 'DT', 'CD', 'NNS', 'VBZ', 'RBR', 'JJ', 'IN', 'RB', 'VBG', 'DT', 'NN', '.']"
-docstart- ,['-X-']
yeltsin on holiday from monday - interfax . ,"['NN', 'IN', 'NN', 'IN', 'NNP', ':', 'NNP', '.']"
moscow 1996-08-26 ,"['RB', 'CD']"
"russian president boris yeltsin began a new summer holiday on monday but would remain in control of affairs of state , interfax news agency said . ","['NNP', 'NNP', 'NNP', 'NNP', 'VBD', 'DT', 'JJ', 'NN', 'NN', 'IN', 'NNP', 'CC', 'MD', 'VB', 'IN', 'NN', 'IN', 'NNS', 'IN', 'NN', ',', 'NNP', 'NN', 'NN', 'VBD', '.']"
""" the head of state 's holiday has only just begun , "" the agency quoted sergei yastrzhembsky as saying , adding that the president was currently in a kremlin residence near moscow . ","['""', 'DT', 'NN', 'IN', 'NN', 'POS', 'NN', 'VBZ', 'RB', 'RB', 'VBN', ',', '""', 'DT', 'NN', 'VBN', 'NNP', 'NNP', 'IN', 'VBG', ',', 'VBG', 'IN', 'DT', 'NN', 'VBD', 'RB', 'IN', 'DT', 'NNP', 'NN', 'IN', 'NNP', '.']"
interfax said yastrezhembsky did not exclude that yeltsin could spend some time in other places . ,"['RB', 'VBD', 'NNP', 'VBD', 'RB', 'VB', 'IN', 'NNP', 'MD', 'VB', 'DT', 'NN', 'IN', 'JJ', 'NNS', '.']"
"he would continue working on various documents and might meet "" one state offical or another "" . ","['PRP', 'MD', 'VB', 'VBG', 'IN', 'JJ', 'NNS', 'CC', 'MD', 'VB', '""', 'CD', 'NN', 'JJ', 'CC', 'DT', '""', '.']"
""" one must give b. yeltsin a chance to rest and recover his health after the elections , "" interfax quoted yastrezhembsky as saying . ","['""', 'CD', 'MD', 'VB', 'NNP', 'NNP', 'DT', 'NN', 'TO', 'VB', 'CC', 'VB', 'PRP$', 'NN', 'IN', 'DT', 'NNS', ',', '""', 'NN', 'VBN', 'NNP', 'IN', 'VBG', '.']"
""" ( yeltsin ) controls internal and international policies , daily receives a big packet of documents from moscow , which demand his intervention ... ","['""', '(', 'NNP', ')', 'VBZ', 'JJ', 'CC', 'JJ', 'NNS', ',', 'JJ', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'NNS', 'IN', 'NNP', ',', 'WDT', 'VBP', 'PRP$', 'NN', ':']"
"many of those documents return to the president 's administration the same day , "" he said . ","['JJ', 'IN', 'DT', 'NNS', 'VBP', 'TO', 'DT', 'NN', 'POS', 'NN', 'DT', 'JJ', 'NN', ',', '""', 'PRP', 'VBD', '.']"
yeltsin went on a two-day trip outside moscow last week to check out a holiday home . ,"['JJ', 'VBD', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'JJ', 'NN', 'TO', 'VB', 'RP', 'DT', 'NN', 'NN', '.']"
-docstart- ,['-X-']
yugo zastava workers ' protest enters 2nd week . ,"['NNP', 'NNP', 'NNS', 'POS', 'NN', 'VBZ', 'JJ', 'NN', '.']"
belgrade 1996-08-26 ,"['VB', 'CD']"
thousands of workers of serbia 's zastava arms factory entered the second week of protests on monday over unpaid wages and the lack of a programme to revive the plant 's production . ,"['NNS', 'IN', 'NNS', 'IN', 'NNP', 'POS', 'NNP', 'NNS', 'NN', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'NNS', 'IN', 'NNP', 'IN', 'JJ', 'NNS', 'CC', 'DT', 'NN', 'IN', 'DT', 'NN', 'TO', 'VB', 'DT', 'NN', 'POS', 'NN', '.']"
""" we are stubborn , have strength and time to persist until our demands are met , "" said the factory 's trade union secretary dragutin stanojlovic . ","['""', 'PRP', 'VBP', 'JJ', ',', 'VBP', 'NN', 'CC', 'NN', 'TO', 'VB', 'IN', 'PRP$', 'NNS', 'VBP', 'VBN', ',', '""', 'VBD', 'DT', 'NN', 'POS', 'NN', 'NN', 'NN', 'NNP', 'NNP', '.']"
""" we are united and we are waiting for the government to decide what to do with us . "" ","['""', 'PRP', 'VBP', 'VBN', 'CC', 'PRP', 'VBP', 'VBG', 'IN', 'DT', 'NN', 'TO', 'VB', 'WP', 'TO', 'VB', 'IN', 'PRP', '.', '""']"
"trade unions demanded payment of june and july wages and last year 's holiday pay , and called on government to develop a revival programme for the plant . ","['NNP', 'NNS', 'VBD', 'NN', 'IN', 'NNP', 'CC', 'NNP', 'NNS', 'CC', 'JJ', 'NN', 'POS', 'NN', 'NN', ',', 'CC', 'VBD', 'IN', 'NN', 'TO', 'VB', 'DT', 'NN', 'NN', 'IN', 'DT', 'NN', '.']"
"the former yugoslav national army consumed 90 percent of zastava 's pre-war output , but like the rest of yugoslavia 's economy , the new army of serbia and montenegro is crippled by lack of funds . ","['DT', 'JJ', 'JJ', 'JJ', 'NN', 'VBD', 'CD', 'NN', 'IN', 'NNP', 'POS', 'JJ', 'NN', ',', 'CC', 'IN', 'DT', 'NN', 'IN', 'NNP', 'POS', 'NN', ',', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'CC', 'NNP', 'VBZ', 'VBN', 'IN', 'NN', 'IN', 'NNS', '.']"
"in kragujevac where the plant is based , 9,000 to 10,000 people gathered in the central square to express their bitterness at what stanojlovic called government indifference . ","['IN', 'NNP', 'WRB', 'DT', 'NN', 'VBZ', 'VBN', ',', 'CD', 'TO', 'CD', 'NNS', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'TO', 'VB', 'PRP$', 'NN', 'IN', 'WP', 'NNP', 'VBD', 'NN', 'NN', '.']"
the ruling socialist party last week accused serbia 's opposition of stirring up social unrest and using workers ' already difficult social position for their own interests . ,"['DT', 'VBG', 'NNP', 'NNP', 'JJ', 'NN', 'VBN', 'NNP', 'POS', 'NN', 'IN', 'VBG', 'RP', 'JJ', 'NN', 'CC', 'VBG', 'NNS', 'POS', 'RB', 'JJ', 'JJ', 'NN', 'IN', 'PRP$', 'JJ', 'NNS', '.']"
""" late wages , no work and ( the lack of a ) production programme are the main reasons for their protests , "" a senior member of the local socialist party branch told reuters . ","['""', 'RB', 'NNS', ',', 'DT', 'NN', 'CC', '(', 'DT', 'NN', 'IN', 'DT', ')', 'NN', 'NN', 'VBP', 'DT', 'JJ', 'NNS', 'IN', 'PRP$', 'NNS', ',', '""', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NNP', 'NNP', 'NN', 'VBD', 'NNP', '.']"
""" but there is a significant influence of opposition parties that are collecting points ahead of coming elections . "" ","['""', 'CC', 'EX', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'NN', 'NNS', 'WDT', 'VBP', 'VBG', 'NNS', 'RB', 'IN', 'VBG', 'NNS', '.', '""']"
federal yugoslav elections are due on november 3 . ,"['NNP', 'NNP', 'NNS', 'VBP', 'JJ', 'IN', 'NNP', 'CD', '.']"
"the party official said the union 's figure on the number of protesters was exaggerated . "" ","['DT', 'NN', 'NN', 'VBD', 'DT', 'NN', 'POS', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNS', 'VBD', 'VBN', '.', '""']"
"there were about 1,400 to 1,600 people at the protest today -- much less then last week . ","['EX', 'VBD', 'IN', 'CD', 'TO', 'CD', 'NNS', 'IN', 'DT', 'NN', 'RB', ':', 'RB', 'CC', 'RB', 'VB', 'NN', '.']"
""" but there were more observers and passers by , "" he said . ","['""', 'CC', 'EX', 'VBD', 'JJR', 'NNS', 'CC', 'NNS', 'IN', ',', '""', 'PRP', 'VBD', '.']"
"-- gordana kukic , belgrade newsroom +381 11 222 4254 ","[':', 'NNP', 'NNP', ',', 'NNP', 'NNP', 'NNP', 'CD', 'CD', 'CD']"
-docstart- ,['-X-']
croatian lending rate falls to 8.0 vs 9.1 pct . ,"['JJ', 'NN', 'NN', 'VBZ', 'TO', 'CD', 'NNP', 'CD', 'NN', '.']"
zagreb 1996-08-26 ,"['NNP', 'CD']"
the croatian lending rate fell to 8.0 percent on monday from last friday 's 9.1 percent after thin demand for kuna forced bank lenders to trim their rates further . ,"['DT', 'JJ', 'NN', 'NN', 'VBD', 'TO', 'CD', 'NN', 'IN', 'NNP', 'IN', 'JJ', 'NNP', 'POS', 'CD', 'NN', 'IN', 'JJ', 'NN', 'IN', 'NN', 'VBD', 'NN', 'NNS', 'TO', 'VB', 'PRP$', 'NNS', 'RB', '.']"
interbank call money was down to 8.0 from 10.0 percent . ,"['NNP', 'NN', 'NN', 'VBD', 'RB', 'TO', 'CD', 'IN', 'CD', 'NN', '.']"
insurers ' five-10 and 10-15 day loans were made at a steady 8.0 percent after last week 's drop from an earlier 15 percent . ,"['NNS', 'POS', 'CD', 'CC', 'CD', 'NN', 'NNS', 'VBD', 'VBN', 'IN', 'DT', 'JJ', 'CD', 'NN', 'IN', 'JJ', 'NN', 'POS', 'NN', 'IN', 'DT', 'JJR', 'CD', 'NN', '.']"
"total zagreb money market settlements shrank to 17.4 million kuna , of which dealers put new borrowing at a meagre 5.5 million . ","['NNP', 'NNP', 'NNP', 'NNP', 'NNS', 'VBD', 'TO', 'CD', 'CD', 'NN', ',', 'IN', 'WDT', 'NNS', 'VBP', 'JJ', 'NN', 'IN', 'DT', 'FW', 'CD', 'CD', '.']"
supply stood at a high 180 million kuna . ,"['NN', 'VBD', 'IN', 'DT', 'JJ', 'CD', 'CD', 'NNS', '.']"
overnight trade at the weekend left a surplus of 1.2 billion kuna on the supply side after 40 million were settled . ,"['NN', 'NN', 'IN', 'DT', 'NN', 'VBD', 'DT', 'NN', 'IN', 'CD', 'CD', 'NN', 'IN', 'DT', 'NN', 'NN', 'IN', 'CD', 'CD', 'VBD', 'VBN', '.']"
croatia 's central bank again stayed out of the foreign exchange market . ,"['NN', 'POS', 'JJ', 'NN', 'RB', 'VBD', 'IN', 'IN', 'DT', 'JJ', 'NN', 'NN', '.']"
it calculated the kuna midrates for tuesday 's trade stronger at 5.2420 against the dollar and slightly weaker at 3.5486 against the german mark . ,"['PRP', 'VBN', 'DT', 'NN', 'VBZ', 'IN', 'NNP', 'POS', 'NN', 'JJR', 'IN', 'CD', 'IN', 'DT', 'NN', 'CC', 'RB', 'JJR', 'IN', 'CD', 'IN', 'DT', 'JJ', 'NN', '.']"
"-- kolumbina bencevic , zagreb newsroom , 385-1-4557075 ","[':', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'CD']"
-docstart- ,['-X-']
svcd bulgaria air traffic controllers to strike september 3 . ,"['NNP', 'NNP', 'NN', 'NN', 'NNS', 'TO', 'VB', 'NNP', 'CD', '.']"
sofia 1996-08-26 ,"['NNP', 'CD']"
"bulgarian air traffic controllers will go on strike on september 3 demanding higher pay , the chief of the bulgarian association of air traffic controllers ( bulatka ) said on monday . ","['JJ', 'NN', 'NN', 'NNS', 'MD', 'VB', 'IN', 'NN', 'IN', 'NNP', 'CD', 'VBG', 'JJR', 'NN', ',', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NN', 'NN', 'NNS', '(', 'NNP', ')', 'VBD', 'IN', 'NNP', '.']"
"stefan raichev told a news conference the strike by more than half of the 1,380 traffic controllers and technicians would paralyse traffic which has increased by 10 percent since last year . ","['NNP', 'NNP', 'VBD', 'DT', 'NN', 'NN', 'DT', 'NN', 'IN', 'JJR', 'IN', 'NN', 'IN', 'DT', 'CD', 'NN', 'NNS', 'CC', 'NNS', 'MD', 'VB', 'NN', 'WDT', 'VBZ', 'VBN', 'IN', 'CD', 'NN', 'IN', 'JJ', 'NN', '.']"
"more than 1,500 planes per day fly over bulgaria , in a strategic location between europe and the middle and the far east , raichev said . ","['JJR', 'IN', 'CD', 'NNS', 'IN', 'NN', 'NN', 'IN', 'NNP', ',', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'CC', 'DT', 'NNP', 'CC', 'DT', 'NNP', 'NNP', ',', 'NNP', 'VBD', '.']"
the director general of the air traffic service valentin valkov said last friday that a controllers ' strike would be illegal . ,"['DT', 'NN', 'NN', 'IN', 'DT', 'NN', 'NN', 'NN', 'NNP', 'NNP', 'VBD', 'JJ', 'NNP', 'IN', 'DT', 'NNS', 'POS', 'NN', 'MD', 'VB', 'JJ', '.']"
"valkov said he could not curb the summer charter flights of national carrier balkan airlines , which carries thousands of foreign tourists to the bulgarian black sea resorts . ","['NNP', 'VBD', 'PRP', 'MD', 'RB', 'VB', 'DT', 'NN', 'NN', 'NNS', 'IN', 'JJ', 'NN', 'NNP', 'NNPS', ',', 'WDT', 'VBZ', 'NNS', 'IN', 'JJ', 'NNS', 'TO', 'DT', 'NNP', 'NNP', 'NNP', 'VBZ', '.']"
"but raichev said it would be "" discrimination "" against the other airlines if only balkan planes were guided in . ","['CC', 'NNP', 'VBD', 'PRP', 'MD', 'VB', '""', 'NN', '""', 'IN', 'DT', 'JJ', 'NNS', 'IN', 'JJ', 'NNP', 'NNS', 'VBD', 'VBN', 'RP', '.']"
""" under the law before launching the strike we have to sign an agreement with our employer for a minimal transport servicing of emergency flights , "" raichev said . ","['""', 'IN', 'DT', 'NN', 'IN', 'VBG', 'DT', 'NN', 'PRP', 'VBP', 'TO', 'VB', 'DT', 'NN', 'IN', 'PRP$', 'NN', 'IN', 'DT', 'JJ', 'NN', 'NN', 'IN', 'NN', 'NNS', ',', '""', 'NNP', 'VBD', '.']"
raichev said a lock-out with military air controllers was impossible as they did not speak english . ,"['NNP', 'VBD', 'DT', 'NN', 'IN', 'JJ', 'NN', 'NNS', 'VBD', 'JJ', 'IN', 'PRP', 'VBD', 'RB', 'VB', 'NNP', '.']"
"the controllers are demanding the monthly wage be increased to $ 1,000 per month from the current $ 230 , as well as the resignation of the air traffic service 's management . ","['DT', 'NNS', 'VBP', 'VBG', 'DT', 'JJ', 'NN', 'VB', 'VBN', 'TO', '$', 'CD', 'IN', 'NN', 'IN', 'DT', 'JJ', '$', 'CD', ',', 'RB', 'RB', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', 'NN', 'POS', 'NN', '.']"
they also demand the financial separation of the 350 air controllers from the technical staff . ,"['PRP', 'RB', 'VBP', 'DT', 'JJ', 'NN', 'IN', 'DT', 'CD', 'NN', 'NNS', 'IN', 'DT', 'JJ', 'NN', '.']"
"-- liliana semerdjieva , sofia newsroom , 359-2-84561 ","[':', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'CD']"
-docstart- ,['-X-']
yeltsin 's wife has kidney operation . ,"['NNP', 'POS', 'NN', 'VBZ', 'NN', 'NN', '.']"
moscow 1996-08-26 ,"['RB', 'CD']"
"naina yeltsin , wife of the russian president , has undergone "" a planned operation "" on her left kidney and is in a satisfactory condition , itar-tass news agency said on monday . ","['NNP', 'NNP', ',', 'NN', 'IN', 'DT', 'JJ', 'NN', ',', 'VBZ', 'VBN', '""', 'DT', 'VBN', 'NN', '""', 'IN', 'PRP', 'VBD', 'NN', 'CC', 'VBZ', 'IN', 'DT', 'JJ', 'NN', ',', 'JJ', 'NN', 'NN', 'VBD', 'IN', 'NNP', '.']"
tass quoted the kremlin press service as saying the operation took place on saturday in the central clinical hospital which treats top officials . ,"['NNP', 'VBD', 'DT', 'NNP', 'NN', 'NN', 'IN', 'VBG', 'DT', 'NN', 'VBD', 'NN', 'IN', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'WDT', 'VBZ', 'JJ', 'NNS', '.']"
mrs yeltsin would be released from hospital in a few days . ,"['NNP', 'NNP', 'MD', 'VB', 'VBN', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NNS', '.']"
